T,TEMP1,TEMP2,TEMP3,TEMPMPU,ACCX,ACCY,ACCZ,LOAD
213.3,22.83,27.18,95.28,25.73,-0.00,-0.01,-0.01,0.89
213.4,22.83,27.18,95.28,25.73,0.00,-0.01,-0.01,0.89
213.5,22.83,27.18,95.28,25.68,0.00,-0.00,-0.01,0.89
213.6,22.83,27.18,95.28,25.68,0.00,-0.01,-0.01,0.90
213.6,22.83,27.42,95.28,25.68,0.01,-0.01,-0.01,0.94
213.7,23.10,27.18,95.28,25.68,0.00,-0.00,-0.01,0.93
213.8,23.10,27.42,95.28,25.68,0.01,-0.00,-0.02,0.93
213.9,23.10,27.42,95.42,25.68,0.00,-0.00,-0.01,0.96
214.0,23.10,27.42,95.42,25.73,-0.00,-0.01,-0.01,0.95
214.1,23.10,27.42,95.42,25.68,0.00,0.00,-0.01,0.93
214.2,23.10,27.42,95.42,25.73,0.00,-0.00,-0.01,0.93
214.3,23.37,27.42,95.42,25.64,0.00,-0.00,-0.02,0.96
214.4,23.37,27.42,95.42,25.64,0.01,0.00,-0.01,0.92
214.5,23.10,27.42,95.42,25.68,0.00,-0.00,-0.02,0.92
214.6,23.10,27.66,95.42,25.64,0.00,-0.01,-0.01,0.92
214.7,23.37,27.66,95.42,25.68,0.01,-0.00,-0.02,0.90
214.8,23.10,27.66,95.56,25.68,0.01,-0.01,-0.03,0.92
214.8,23.10,27.66,95.56,25.68,0.00,-0.00,-0.02,0.92
214.9,23.37,27.66,95.56,25.73,0.00,0.00,-0.01,0.91
215.0,23.10,27.66,95.56,25.59,-0.00,-0.01,-0.02,0.89
215.1,23.37,27.66,95.56,25.68,0.01,-0.01,-0.01,0.89
215.2,23.37,27.89,95.56,25.78,0.01,0.00,-0.02,0.92
215.3,23.37,27.89,95.56,25.73,0.01,-0.01,-0.01,0.90
215.4,23.37,27.66,95.69,25.68,0.01,-0.01,-0.02,0.92
215.5,23.64,27.89,95.69,25.82,0.01,-0.00,-0.02,0.91
215.6,23.37,27.89,95.69,25.73,0.00,-0.01,-0.01,0.88
215.7,23.37,27.89,95.69,25.73,0.01,-0.01,-0.01,0.84
215.8,23.64,27.89,95.69,25.68,-0.00,-0.00,-0.02,0.84
215.9,23.37,27.89,95.69,25.59,-0.00,-0.00,-0.02,0.92
215.9,23.37,27.89,95.69,25.64,0.01,-0.01,-0.02,0.90
216.0,23.64,28.13,95.69,25.73,-0.00,0.00,-0.01,0.85
216.1,23.64,28.13,95.69,25.78,0.00,-0.00,-0.02,0.90
216.2,23.64,28.13,95.69,25.68,-0.00,-0.01,-0.02,0.93
216.3,23.64,28.13,95.69,25.73,0.01,-0.00,-0.01,0.89
216.4,23.64,28.13,95.83,25.82,0.00,0.00,-0.02,0.88
216.5,23.64,28.13,95.69,25.64,0.00,-0.00,-0.02,0.89
216.6,23.64,28.13,95.83,25.82,0.01,-0.00,-0.01,0.94
216.7,23.64,28.13,95.83,25.68,0.00,-0.00,-0.02,0.97
216.8,23.64,28.13,95.83,25.78,-0.00,-0.00,-0.02,0.97
216.9,23.64,28.13,95.83,25.68,0.00,-0.00,-0.01,0.96
217.0,23.64,28.13,95.69,25.73,0.01,0.00,-0.02,0.94
217.0,23.91,28.36,95.83,25.73,-0.00,-0.00,-0.02,0.91
217.2,23.91,28.36,95.83,25.73,0.00,-0.00,-0.02,0.90
217.2,23.91,28.36,95.83,25.73,-0.00,-0.00,-0.02,0.90
217.3,23.91,28.59,95.83,25.68,-0.00,-0.00,-0.02,0.89
217.4,23.91,28.36,95.83,25.82,0.00,-0.00,-0.01,0.88
217.5,23.64,28.36,95.83,25.78,0.01,-0.00,-0.01,0.91
217.6,23.91,28.59,95.83,25.68,0.00,-0.01,-0.01,0.92
217.7,23.91,28.36,95.83,25.78,0.01,-0.00,-0.02,0.89
217.8,23.91,28.59,95.83,25.82,0.00,-0.01,-0.02,0.86
217.9,23.91,28.59,95.83,25.73,0.00,-0.00,-0.02,0.82
218.0,23.91,28.59,95.83,25.68,-0.00,-0.01,-0.02,0.86
218.1,24.17,28.59,95.83,25.78,0.00,-0.00,-0.02,1.01
218.1,23.91,28.59,95.83,25.68,-0.00,-0.00,-0.02,1.11
218.2,23.64,28.82,95.97,25.78,-0.00,-0.01,-0.02,1.07
218.3,23.91,28.82,95.83,25.78,0.01,0.01,-0.02,1.07
218.4,24.17,28.82,95.83,25.78,0.00,-0.00,-0.02,1.06
218.5,24.17,28.82,95.83,25.73,0.01,-0.00,-0.01,1.09
218.6,24.17,28.82,95.83,25.73,-0.00,-0.01,-0.01,1.09
218.7,24.17,28.82,95.83,25.82,0.00,0.00,-0.01,1.07
218.8,24.17,28.82,95.83,25.78,0.00,-0.01,-0.01,1.08
218.9,24.17,28.82,95.83,25.82,0.00,-0.00,-0.02,1.08
219.0,24.17,28.82,95.83,25.87,-0.00,-0.00,-0.01,1.08
219.1,24.17,29.05,95.83,25.68,0.00,-0.00,-0.02,1.09
219.2,24.43,29.05,95.83,25.78,-0.00,-0.01,-0.01,1.09
219.2,24.17,28.82,95.83,25.78,0.00,-0.00,-0.01,1.08
219.3,24.43,28.82,95.83,25.73,0.00,-0.01,-0.02,1.08
219.4,24.43,29.05,95.83,25.87,0.00,-0.00,-0.01,1.05
219.5,24.17,29.05,95.83,25.78,0.00,-0.00,-0.01,1.09
219.6,24.43,29.05,95.83,25.68,0.00,-0.01,-0.02,1.11
219.7,24.43,29.05,95.83,25.87,-0.00,-0.01,-0.01,1.12
219.8,24.43,29.05,95.83,25.82,-0.00,-0.00,-0.02,1.14
219.9,24.43,29.28,95.83,25.78,0.00,-0.00,-0.02,1.11
220.0,24.43,29.73,95.83,25.78,0.00,0.00,-0.02,1.08
220.1,24.43,29.05,95.83,25.78,0.00,0.00,-0.01,1.10
220.2,24.43,29.28,95.83,25.78,0.00,0.00,-0.02,1.09
220.3,24.43,29.28,95.83,25.87,0.00,0.00,-0.01,1.10
220.4,24.43,29.51,95.83,25.78,0.00,-0.01,-0.01,1.12
220.5,24.69,29.28,95.83,25.82,0.00,-0.00,-0.02,1.12
220.5,24.69,29.51,95.83,25.87,0.00,-0.00,-0.02,1.10
220.6,24.69,29.28,95.83,25.82,0.01,-0.00,-0.02,1.11
220.7,24.69,29.51,95.83,25.87,0.01,-0.01,-0.02,1.10
220.8,24.43,29.51,95.83,25.78,0.00,-0.01,-0.01,1.12
220.9,24.69,29.28,95.83,25.92,0.00,-0.01,-0.01,1.11
221.0,24.69,29.51,95.83,25.82,-0.00,-0.01,-0.01,1.13
221.1,24.69,29.51,95.83,25.82,0.00,-0.00,-0.03,1.12
221.2,24.69,29.73,95.83,25.87,0.01,-0.00,-0.02,1.10
221.3,24.69,29.51,95.69,25.92,0.00,-0.01,-0.01,1.10
221.4,24.69,29.73,95.83,25.87,0.00,-0.00,-0.02,1.10
221.5,24.69,29.73,95.69,25.82,0.01,-0.00,-0.02,1.12
221.5,24.95,29.73,95.69,25.82,0.01,-0.00,-0.01,1.13
221.6,24.95,29.73,95.69,25.87,0.00,-0.01,-0.02,1.12
221.8,24.95,29.73,95.69,25.96,-0.00,0.00,-0.00,1.13
221.8,24.69,29.51,95.69,25.82,-0.00,-0.00,-0.02,1.13
221.9,24.69,29.73,95.69,25.82,0.00,-0.01,-0.02,1.13
222.0,24.69,29.73,95.69,25.92,0.00,-0.00,-0.01,1.13
222.1,24.95,29.73,95.69,25.92,0.01,-0.00,-0.02,1.12
222.2,24.95,29.95,95.69,25.87,-0.00,-0.01,-0.00,1.12
222.3,24.95,30.18,95.69,25.92,0.00,-0.01,-0.02,1.14
222.4,24.95,29.95,95.69,25.92,0.00,0.00,-0.03,1.12
222.5,24.95,29.95,95.69,25.92,0.00,-0.01,-0.01,1.07
222.6,24.95,29.95,95.69,25.96,-0.00,-0.01,-0.01,0.90
222.7,25.20,29.95,95.69,25.92,0.00,0.00,-0.01,0.83
222.8,24.95,29.95,95.69,25.96,0.01,-0.01,-0.01,0.83
222.8,25.20,30.18,95.56,25.92,0.01,-0.00,-0.02,0.86
222.9,25.20,29.95,95.69,25.78,0.01,0.00,-0.01,0.86
223.0,25.20,30.18,95.69,25.87,0.02,0.06,-0.04,0.73
223.1,25.20,30.18,95.69,25.73,-0.01,0.02,-0.03,0.59
223.2,25.20,29.95,95.69,25.87,0.00,-0.01,-0.04,0.54
223.3,25.20,30.18,95.69,25.96,-0.00,-0.00,-0.02,0.55
223.4,25.20,30.18,95.69,25.87,0.01,-0.00,-0.02,0.52
223.5,25.20,30.18,95.56,25.92,0.01,-0.01,-0.01,0.49
223.6,25.46,30.18,95.83,25.96,0.00,-0.00,-0.02,0.49
223.7,25.46,30.40,95.69,25.87,0.01,-0.02,-0.02,0.69
223.7,25.20,30.18,95.69,25.96,-0.00,-0.00,-0.02,0.92
223.8,25.46,30.40,95.69,25.87,0.00,-0.01,-0.01,0.88
223.9,25.46,30.40,95.69,25.96,0.00,-0.01,-0.02,0.71
224.0,25.46,30.18,95.56,25.92,0.01,-0.00,-0.01,0.63
224.1,25.46,30.40,95.56,25.82,0.00,-0.00,-0.02,0.58
224.2,25.20,30.40,95.56,25.96,-0.00,-0.02,-0.02,0.61
224.3,25.46,30.40,95.69,25.87,0.00,0.01,-0.02,0.55
224.4,25.46,30.40,95.56,26.06,-0.00,-0.02,-0.01,0.75
224.5,25.46,30.62,95.56,25.87,0.00,-0.00,-0.01,0.64
224.6,25.46,30.40,95.56,25.96,0.00,0.01,-0.02,0.43
224.7,25.46,30.62,95.56,25.96,0.00,-0.01,-0.02,0.52
224.8,25.71,30.62,95.56,25.96,-0.00,-0.02,-0.01,0.56
224.8,25.71,30.62,95.56,26.01,0.01,0.01,-0.02,0.48
224.9,25.46,30.62,95.56,26.11,0.00,0.00,-0.01,0.56
225.0,25.71,30.62,95.56,26.01,0.00,-0.01,-0.02,0.70
225.1,25.46,30.62,95.69,25.96,0.00,-0.00,-0.01,0.64
225.2,25.71,30.62,95.56,26.01,-0.00,-0.00,-0.02,0.52
225.3,25.71,30.84,95.56,26.01,0.00,0.00,-0.02,0.47
225.4,25.71,30.62,95.56,26.06,-0.01,-0.00,-0.02,0.47
225.5,25.46,30.84,95.56,26.01,0.00,-0.02,-0.01,0.45
225.6,25.71,30.84,95.56,26.06,0.01,0.01,-0.01,0.45
225.7,25.71,30.84,95.56,26.06,0.00,-0.01,-0.02,0.45
225.8,25.71,30.84,95.56,26.01,-0.03,-0.05,-0.00,0.46
225.9,25.71,31.05,95.56,26.06,0.06,-0.02,-0.09,0.57
225.9,25.71,30.84,95.56,26.11,-0.01,-0.02,0.02,0.85
226.0,25.71,31.05,95.56,26.06,0.00,-0.00,-0.00,0.91
226.1,25.71,30.84,95.56,26.11,0.01,-0.02,-0.00,1.05
226.2,25.71,31.05,95.56,26.11,-0.00,-0.00,-0.01,0.71
226.3,25.96,31.05,95.56,25.96,-0.02,-0.03,-0.01,0.72
226.4,25.96,31.05,95.69,26.11,0.01,0.01,-0.03,0.93
226.5,25.96,31.27,95.56,26.06,-0.00,-0.04,-0.02,0.99
226.6,25.96,31.27,95.69,26.15,0.00,-0.02,-0.00,1.25
226.7,25.96,31.05,95.56,26.06,0.00,0.00,-0.02,2.08
226.8,25.96,31.05,95.56,26.11,0.02,0.03,-0.02,2.43
226.9,26.20,31.27,95.69,26.20,-0.04,-0.00,0.05,3.01
227.0,25.96,31.05,95.56,26.01,0.01,-0.01,-0.00,3.41
227.0,25.96,31.27,95.56,26.11,0.01,0.00,-0.01,3.35
227.1,25.96,31.27,95.56,26.15,0.00,-0.03,-0.01,3.91
227.3,26.20,31.27,95.56,26.11,0.01,0.01,-0.02,4.26
227.3,26.20,31.27,95.56,26.11,0.01,-0.02,-0.00,4.29
227.4,25.96,31.48,95.56,26.11,0.01,-0.01,-0.01,4.28
227.5,25.96,31.27,95.56,26.15,0.01,-0.00,-0.02,4.07
227.6,26.20,31.48,95.56,26.15,0.02,-0.00,-0.01,3.88
227.7,26.20,31.48,95.56,26.20,0.01,-0.02,-0.01,3.81
227.8,26.20,31.48,95.56,26.15,0.01,-0.01,-0.01,3.94
227.9,25.96,31.48,95.56,26.15,0.01,-0.02,-0.02,4.07
228.0,26.20,31.48,95.56,26.11,0.01,-0.01,-0.01,4.06
228.1,26.20,31.70,95.56,26.06,0.05,-0.02,-0.19,3.77
228.2,26.45,31.70,95.56,26.06,0.02,0.06,-0.07,1.95
228.2,26.45,32.12,95.56,26.06,0.00,-0.08,0.00,0.89
228.3,26.20,31.70,95.56,26.06,-0.00,0.08,-0.05,0.85
228.4,26.20,31.70,95.56,26.15,-0.00,0.04,-0.04,0.74
228.5,26.45,31.70,95.56,26.06,-0.01,-0.04,0.01,0.71
228.6,26.20,31.91,95.56,26.11,-0.00,-0.04,-0.01,0.68
228.7,26.45,32.12,95.42,26.25,0.00,0.01,-0.03,0.64
228.8,26.45,31.91,95.42,26.11,0.00,0.02,-0.02,0.59
228.9,26.45,31.91,95.42,26.20,0.01,0.01,-0.02,0.59
229.0,26.45,31.91,95.42,26.06,0.00,-0.02,-0.01,0.54
229.1,26.45,31.70,95.42,26.11,0.01,-0.01,-0.02,0.57
229.2,26.45,32.12,95.42,26.15,0.01,-0.00,-0.02,0.61
229.3,26.45,32.12,95.42,26.01,0.00,0.00,-0.02,0.62
229.3,26.70,32.12,95.42,26.11,0.00,0.00,-0.02,0.62
229.4,26.45,32.12,95.42,26.06,0.00,-0.01,-0.02,0.60
229.5,26.70,32.12,95.42,26.15,0.01,0.00,-0.01,0.60
229.6,26.45,32.12,95.42,26.15,0.01,-0.01,-0.03,0.63
229.7,26.70,32.12,95.42,26.06,0.00,-0.01,-0.02,0.65
229.8,26.45,32.12,95.28,26.11,0.00,-0.00,-0.01,0.64
229.9,26.70,32.12,95.28,26.11,0.00,-0.00,-0.02,0.65
230.0,26.70,32.12,95.28,26.11,0.00,-0.01,-0.02,0.65
230.1,26.70,32.12,95.28,26.15,0.00,-0.01,-0.02,0.67
230.2,26.70,32.12,95.28,26.06,0.00,-0.00,-0.02,0.66
230.3,26.70,32.12,95.28,26.11,0.00,-0.00,-0.01,0.64
230.4,26.70,32.12,95.28,26.06,0.01,0.00,-0.02,0.61
230.4,26.70,32.33,95.28,26.15,0.00,-0.01,-0.02,0.61
230.5,26.70,32.33,95.14,26.06,0.01,-0.00,-0.01,0.62
230.6,26.70,32.33,95.14,26.15,0.01,-0.00,-0.01,0.58
230.7,26.94,32.33,95.14,26.15,0.00,-0.00,-0.03,0.57
230.8,26.94,32.33,95.14,26.20,-0.00,-0.00,-0.01,0.60
230.9,26.94,32.54,95.14,26.25,0.00,0.00,-0.02,0.60
231.0,26.94,32.33,95.14,26.20,0.00,-0.01,-0.02,0.64
231.1,27.18,32.54,95.14,26.15,0.01,-0.01,-0.02,0.76
231.2,26.94,32.33,95.14,26.11,0.00,-0.00,-0.01,0.79
231.3,27.18,32.54,95.14,26.20,0.00,0.00,-0.02,0.81
231.4,26.94,32.54,95.14,26.20,0.01,-0.01,-0.02,0.80
231.5,26.94,32.54,95.14,26.15,0.00,-0.01,-0.01,0.77
231.6,26.94,32.54,95.14,26.25,0.01,-0.00,-0.02,0.75
231.6,26.94,32.54,95.01,26.29,0.00,-0.01,-0.02,0.79
231.7,27.18,32.54,95.14,26.29,0.00,-0.01,-0.01,0.77
231.9,27.18,32.54,95.01,26.29,0.00,-0.00,-0.02,0.74
231.9,26.94,32.75,95.01,26.29,0.01,-0.00,-0.02,0.71
232.0,27.18,32.75,95.01,26.34,0.01,-0.00,-0.02,0.74
232.1,27.18,32.75,95.01,26.15,0.00,0.00,-0.02,0.76
232.2,27.18,32.75,95.01,26.29,0.00,-0.00,-0.02,0.73
232.3,27.18,32.75,95.01,26.29,-0.01,-0.01,-0.01,0.67
232.4,27.18,32.75,95.01,26.29,-0.00,-0.00,-0.02,0.56
232.5,27.18,32.54,95.01,26.20,0.00,-0.01,-0.01,0.48
232.6,27.18,32.75,94.87,26.34,0.01,-0.01,-0.03,0.51
232.7,27.42,32.75,95.01,26.34,0.01,-0.01,-0.02,0.60
232.8,27.18,32.95,94.87,26.34,0.00,-0.01,-0.02,0.73
232.8,27.42,32.75,94.87,26.39,0.00,-0.00,-0.02,0.73
232.9,27.42,32.95,94.87,26.29,0.01,-0.01,-0.02,0.71
233.0,27.18,32.95,94.87,26.29,0.01,0.00,-0.02,0.71
233.1,27.42,32.95,94.87,26.34,0.00,-0.01,-0.02,0.71
233.2,27.42,33.16,94.87,26.34,0.00,-0.00,-0.02,0.70
233.3,27.42,32.95,94.87,26.34,0.01,-0.01,-0.01,0.69
233.4,27.42,32.95,94.87,26.34,0.00,-0.01,-0.02,0.68
233.5,27.42,33.16,94.87,26.25,0.01,-0.01,-0.02,0.67
233.6,27.42,33.16,94.87,26.44,0.00,-0.00,-0.02,0.67
233.7,27.42,33.16,94.74,26.34,0.00,-0.00,-0.02,0.67
233.8,27.42,32.95,94.74,26.29,0.01,-0.00,-0.01,0.68
233.8,27.66,33.16,94.74,26.44,0.00,-0.01,-0.02,0.71
233.9,27.66,33.16,94.74,26.34,-0.00,-0.01,-0.02,0.70
234.0,27.42,33.16,94.74,26.34,-0.00,-0.00,-0.02,0.69
234.1,27.42,33.16,94.74,26.44,0.00,-0.01,-0.02,0.69
234.2,27.42,33.36,94.74,26.29,0.00,-0.01,-0.02,0.68
234.3,27.66,33.36,94.74,26.34,0.01,-0.00,-0.02,0.68
234.4,27.66,33.57,94.60,26.44,-0.00,-0.00,-0.02,0.68
234.5,27.66,33.36,94.74,26.34,0.00,-0.00,-0.01,0.69
234.6,27.66,33.36,94.74,26.39,0.00,-0.01,-0.02,0.69
234.7,27.66,33.36,94.60,26.25,0.00,-0.00,-0.02,0.68
234.8,27.66,33.36,94.60,26.25,0.00,-0.01,-0.02,0.68
234.9,27.89,33.36,94.60,26.29,0.00,-0.01,-0.02,0.68
234.9,27.66,33.36,94.74,26.29,0.01,-0.00,-0.02,0.68
235.0,27.89,33.36,94.60,26.34,0.01,-0.00,-0.02,0.68
235.1,27.89,33.36,94.60,26.29,0.00,-0.01,-0.02,0.68
235.2,27.89,33.57,94.46,26.29,0.01,0.00,-0.02,0.68
235.3,27.89,33.57,94.46,26.34,0.01,-0.01,-0.03,0.69
235.4,27.89,33.36,94.46,26.29,0.00,-0.00,-0.02,0.68
235.5,27.66,33.57,94.46,26.20,0.00,-0.01,-0.02,0.69
235.6,27.89,33.57,94.46,26.20,0.00,-0.01,-0.03,0.69
235.7,27.66,33.36,94.33,26.20,0.00,-0.00,-0.02,0.68
235.8,27.89,33.57,94.33,26.15,-0.00,-0.00,-0.03,0.70
235.9,27.89,33.57,94.33,26.25,0.01,-0.01,-0.03,0.71
236.0,27.89,33.57,94.33,26.20,0.00,-0.01,-0.03,0.71
236.1,28.13,33.57,94.19,26.11,0.00,-0.00,-0.02,0.70
236.1,27.89,33.57,94.19,26.11,0.00,-0.00,-0.03,0.71
236.2,27.89,33.57,94.19,26.11,0.00,-0.00,-0.03,0.72
236.3,27.89,33.57,94.06,26.15,0.01,-0.00,-0.03,0.72
236.4,27.89,33.97,94.06,25.92,-0.00,-0.01,-0.02,0.72
236.5,28.13,33.77,94.06,25.96,0.00,-0.00,-0.03,0.72
236.6,28.13,33.57,94.06,25.96,-0.00,-0.00,-0.03,0.74
236.7,28.13,33.77,93.92,25.96,0.01,0.00,-0.02,0.74
236.8,28.13,33.77,93.92,25.92,0.00,-0.00,-0.03,0.72
236.9,28.13,33.77,93.92,25.96,0.01,-0.00,-0.02,0.70
237.0,28.13,33.77,93.79,25.92,0.01,-0.00,-0.02,0.70
237.1,28.13,33.77,93.79,26.01,0.00,-0.01,-0.02,0.70
237.1,28.13,33.77,93.65,25.87,0.00,-0.00,-0.02,0.71
237.2,28.13,33.77,93.65,25.92,0.01,-0.00,-0.02,0.70
237.4,28.13,33.77,93.65,25.92,-0.00,-0.01,-0.02,0.70
237.4,28.13,33.57,93.52,25.82,0.01,-0.00,-0.02,0.71
237.5,28.36,33.77,93.52,25.87,0.01,0.01,-0.02,0.75
237.6,28.36,33.57,93.38,25.87,0.00,0.00,-0.03,0.77
237.7,28.36,33.77,93.38,25.92,0.00,0.00,-0.02,0.76
237.8,28.36,33.77,93.25,25.92,-0.00,-0.00,-0.02,0.76
237.9,28.36,33.77,93.25,25.73,0.00,-0.01,-0.03,0.74
238.0,28.36,33.97,93.11,25.78,0.00,0.00,-0.02,0.75
238.1,28.36,33.77,93.11,25.78,0.01,-0.00,-0.02,0.77
238.2,28.36,33.77,92.98,25.73,-0.00,-0.01,-0.03,0.78
238.3,28.36,33.77,92.98,25.54,0.01,-0.01,-0.03,0.77
238.3,28.36,33.97,92.84,25.68,-0.00,-0.01,-0.03,0.77
238.4,28.36,33.97,92.84,25.59,0.00,-0.00,-0.03,0.77
238.5,28.59,33.77,92.71,25.64,-0.00,-0.00,-0.03,0.77
238.6,28.36,33.97,92.71,25.59,0.00,-0.01,-0.02,0.78
238.7,28.59,33.77,92.58,25.54,0.00,0.00,-0.02,0.78
238.8,28.36,33.97,92.58,25.59,0.01,-0.01,-0.01,0.77
238.9,28.59,33.77,92.44,25.59,0.01,-0.01,-0.03,0.78
239.0,28.36,33.97,92.44,25.59,-0.00,-0.00,-0.03,0.79
239.1,28.59,33.97,92.31,25.54,-0.00,-0.00,-0.02,0.79
239.2,28.59,33.97,92.18,25.59,0.01,-0.00,-0.02,0.80
239.3,28.59,33.97,92.18,25.64,0.00,-0.01,-0.02,0.79
239.4,28.59,33.97,92.04,25.54,0.01,-0.00,-0.02,0.79
239.4,28.59,33.97,91.91,25.54,-0.00,-0.01,-0.03,0.79
239.5,28.59,33.97,91.91,25.59,0.01,-0.00,-0.03,0.78
239.6,28.59,34.17,91.78,25.59,0.01,-0.00,-0.02,0.76
239.7,28.59,33.97,91.78,25.54,0.00,-0.00,-0.02,0.76
239.8,28.59,34.17,91.64,25.59,0.01,-0.01,-0.02,0.77
239.9,28.82,33.97,91.64,25.64,-0.00,-0.00,-0.02,0.78
240.0,28.59,34.17,91.51,25.49,0.00,-0.00,-0.02,0.80
240.1,28.59,34.17,91.38,25.59,0.00,-0.00,-0.02,0.80
240.2,28.82,34.17,91.38,25.59,-0.00,-0.01,-0.02,0.81
240.3,28.82,34.17,91.25,25.35,-0.00,-0.00,-0.02,0.82
240.4,28.82,34.17,91.12,25.45,0.00,-0.01,-0.02,0.82
240.5,28.59,34.37,91.38,25.40,0.00,-0.00,-0.02,0.85
240.5,28.82,34.17,90.98,25.40,0.01,-0.01,-0.02,0.85
240.6,28.82,34.37,91.25,25.45,-0.00,-0.01,-0.02,0.84
240.7,28.82,34.37,90.85,25.40,-0.00,-0.00,-0.03,0.85
240.8,28.82,34.37,90.72,25.35,0.00,-0.01,-0.02,0.87
240.9,28.82,34.37,90.72,25.26,-0.00,-0.01,-0.03,0.89
241.0,28.82,34.37,90.59,25.31,-0.00,-0.00,-0.02,0.87
241.1,28.82,34.37,90.59,25.21,0.01,0.00,-0.02,0.86
241.2,28.82,34.37,90.46,25.26,0.00,-0.00,-0.02,0.85
241.3,28.82,34.37,90.33,25.35,0.01,-0.00,-0.01,0.89
241.4,28.82,34.57,90.33,25.45,0.00,-0.00,-0.02,0.91
241.5,29.05,34.37,90.19,25.35,-0.00,-0.01,-0.02,0.89
241.6,29.05,34.57,90.19,25.31,-0.01,0.00,-0.02,0.90
241.6,29.05,34.37,90.06,25.26,-0.01,-0.06,0.01,1.03
241.7,29.05,34.37,89.93,25.35,-0.01,-0.10,0.04,1.59
241.8,29.05,34.57,89.93,25.35,0.04,-0.05,-0.10,3.04
242.0,28.82,34.57,89.80,25.35,-0.04,-0.06,0.02,3.11
242.0,29.05,34.57,89.80,25.40,0.02,0.03,-0.04,2.71
242.1,29.05,34.57,89.67,25.35,0.07,-0.05,0.02,2.06
242.2,29.05,34.57,89.54,25.26,0.02,-0.01,0.02,1.15
242.3,29.05,34.57,89.54,25.31,0.04,0.03,-0.05,0.88
242.4,29.05,34.57,89.41,25.16,0.03,0.10,-0.07,1.05
242.5,29.28,34.57,89.41,25.31,0.03,0.07,-0.04,1.62
242.6,29.05,34.57,89.28,25.21,-0.04,0.12,-0.06,1.52
242.7,29.05,34.57,89.28,25.21,-0.02,-0.09,-0.00,0.89
242.7,29.05,34.57,89.15,25.21,0.01,-0.04,0.01,0.61
242.9,29.05,34.77,89.15,25.21,0.06,-0.09,0.02,0.61
242.9,29.28,34.57,89.02,25.16,-0.05,0.01,-0.11,0.58
243.0,29.28,34.57,89.02,25.31,0.04,-0.07,-0.02,0.58
243.1,29.28,34.77,88.89,25.26,-0.00,-0.04,-0.12,0.59
243.2,29.05,34.77,88.89,25.21,-0.05,0.05,-0.03,0.60
243.3,29.28,34.77,88.76,25.16,-0.04,0.10,-0.03,0.61
243.4,29.28,34.57,88.63,25.12,0.01,-0.02,-0.06,0.61
243.5,29.28,34.77,88.63,25.16,-0.00,0.05,-0.04,0.59
243.6,29.28,34.77,88.50,25.21,-0.03,-0.05,-0.06,0.58
243.7,29.28,34.77,88.50,25.31,0.02,-0.10,0.02,0.59
243.8,29.28,34.97,88.37,25.16,-0.02,-0.08,-0.00,0.61
243.9,29.28,34.77,88.37,25.31,0.01,-0.02,-0.01,0.60
243.9,29.28,34.77,88.24,25.16,0.01,0.01,-0.04,0.62
244.1,29.51,34.97,88.24,25.26,0.09,0.07,-0.02,0.62
244.1,29.28,34.97,88.11,25.21,-0.21,0.04,0.01,0.63
244.2,29.51,34.97,88.11,25.31,0.00,-0.07,0.03,0.67
244.3,29.51,34.97,87.98,25.26,0.02,-0.06,-0.01,0.66
244.4,29.51,34.57,87.98,25.35,-0.03,0.04,-0.03,0.65
244.5,29.51,34.97,87.85,25.21,-0.02,-0.00,-0.03,0.65
244.6,29.51,34.97,87.85,25.35,-0.01,-0.13,0.04,0.66
244.7,29.28,34.97,87.72,25.26,-0.03,-0.05,0.04,0.68
244.8,29.51,35.16,87.72,25.35,0.03,0.04,-0.03,0.64
244.9,29.51,34.97,87.72,25.31,0.01,0.00,-0.00,0.68
245.0,29.51,35.16,87.59,25.26,0.02,-0.04,0.02,0.70
245.0,29.51,35.16,87.59,25.45,0.03,0.07,-0.02,0.68
245.1,29.73,35.16,87.47,25.26,-0.03,0.05,-0.03,0.69
245.2,29.51,35.16,87.47,25.31,-0.07,-0.04,-0.03,0.71
245.3,29.51,35.16,87.34,25.35,-0.03,-0.03,-0.01,0.72
245.4,29.73,35.36,87.34,25.40,-0.05,-0.02,-0.03,0.70
245.5,29.73,35.36,87.34,25.40,-0.03,0.06,-0.08,0.69
245.6,29.51,35.16,87.21,25.31,-0.04,-0.04,-0.02,0.71
245.7,29.73,35.36,87.21,25.35,0.02,0.04,0.03,0.70
245.8,29.73,35.36,87.21,25.26,0.03,0.04,-0.04,0.71
245.9,29.73,35.36,87.21,25.31,-0.00,-0.01,0.01,0.69
246.0,29.73,35.36,87.08,25.31,0.01,0.01,-0.01,0.71
246.1,29.73,35.16,86.95,25.31,-0.02,0.02,-0.02,0.71
246.1,29.73,35.36,86.95,25.31,0.03,-0.03,-0.02,0.72
246.2,29.73,35.55,86.95,25.31,0.05,-0.06,-0.02,0.72
246.3,29.73,35.55,86.82,25.40,-0.00,0.02,0.00,0.72
246.4,29.73,35.55,86.82,25.40,0.03,-0.03,0.01,0.73
246.5,29.73,35.55,86.82,25.31,-0.02,0.02,-0.04,0.74
246.6,29.73,35.55,86.69,25.40,0.03,-0.01,-0.01,0.72
246.7,29.73,35.75,86.69,25.40,0.06,0.03,-0.02,0.73
246.8,29.73,35.55,86.69,25.35,0.02,-0.08,0.03,0.72
246.9,29.73,35.75,86.57,25.35,0.00,-0.01,0.00,0.72
